title,subtitle,narrator,runtime,release,language,ratings,price,link
Outwitting the Devil,no subtitle,"Narrated by: Dan John Miller, Phil Gigante",Length: 5 hrs and 51 mins,Release date: 06-07-11,Language: English,"5 out of 5 stars
12,288 ratings",$25.19,https://www.audible.com/pd/Napoleon-Hills-Outwitting-the-Devil-Audiobook/B0051QF7L0?qid=1671624935&sr=1-258&ref=a_search_c3_lProduct_13_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
Getting Things Done,The Art of Stress-Free Productivity,Narrated by: David Allen,Length: 10 hrs and 23 mins,Release date: 02-23-16,Language: English,"4.5 out of 5 stars
5,934 ratings",$18.49,https://www.audible.com/pd/Getting-Things-Done-Audiobook/B01B6WSMHI?qid=1671624935&sr=1-259&ref=a_search_c3_lProduct_13_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
The Miracle Morning,The Not-So-Obvious Secret Guaranteed to Transform Your Life - Before 8AM,Narrated by: Rob Actis,Length: 4 hrs and 57 mins,Release date: 12-30-12,Language: English,"4.5 out of 5 stars
16,430 ratings",$14.95,https://www.audible.com/pd/The-Miracle-Morning-Audiobook/B00CLCNROG?qid=1671624935&sr=1-260&ref=a_search_c3_lProduct_13_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0XVDPDPTSFNMZ9JQHXN6
Nonviolent Communication,"Create Your Life, Your Relationships, and Your World in Harmony with Your Values",Narrated by: Marshall Rosenberg PhD,Length: 5 hrs and 9 mins,Release date: 02-13-15,Language: English,"5 out of 5 stars
8,330 ratings",$14.68,https://www.audible.com/pd/Nonviolent-Communication-Audiobook/B00TJJNSQG?qid=1671624943&sr=1-261&ref=a_search_c3_lProduct_14_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
The Greatest Salesman in the World,no subtitle,Narrated by: Mark Bramhall,Length: 2 hrs and 33 mins,Release date: 11-01-16,Language: English,"5 out of 5 stars
5,353 ratings",$6.99,https://www.audible.com/pd/The-Greatest-Salesman-in-the-World-Audiobook/B01LZNGDIW?qid=1671624943&sr=1-262&ref=a_search_c3_lProduct_14_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
Radical Acceptance,Embracing Your Life with the Heart of a Buddha,Narrated by: Cassandra Campbell,Length: 12 hrs and 15 mins,Release date: 01-17-12,Language: English,"4.5 out of 5 stars
4,590 ratings",$27.99,https://www.audible.com/pd/Radical-Acceptance-Audiobook/B006WP75QE?qid=1671624943&sr=1-263&ref=a_search_c3_lProduct_14_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
Captivate,The Science of Succeeding with People,Narrated by: Vanessa Van Edwards,Length: 7 hrs and 28 mins,Release date: 04-25-17,Language: English,"4.5 out of 5 stars
3,775 ratings",$18.49,https://www.audible.com/pd/Captivate-Audiobook/B06XKGS45L?qid=1671624943&sr=1-264&ref=a_search_c3_lProduct_14_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
Find Your Why,A Practical Guide for Discovering Purpose for You and Your Team,"Narrated by: Stephen Shedletzky, Simon Sinek",Length: 4 hrs and 56 mins,Release date: 09-05-17,Language: English,"4.5 out of 5 stars
2,224 ratings",$13.49,https://www.audible.com/pd/Find-Your-Why-Audiobook/B074F3SNZY?qid=1671624943&sr=1-265&ref=a_search_c3_lProduct_14_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
Deep Work,Rules for Focused Success in a Distracted World,Narrated by: Jeff Bottoms,Length: 7 hrs and 44 mins,Release date: 01-05-16,Language: English,"4.5 out of 5 stars
14,714 ratings",$20.90,https://www.audible.com/pd/Deep-Work-Audiobook/B0189PX1RQ?qid=1671624943&sr=1-266&ref=a_search_c3_lProduct_14_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
The Big Leap,no subtitle,Narrated by: Gay Hendricks,Length: 5 hrs and 27 mins,Release date: 04-28-09,Language: English,"4.5 out of 5 stars
6,661 ratings",$25.09,https://www.audible.com/pd/The-Big-Leap-Audiobook/B002V8KU3G?qid=1671624943&sr=1-267&ref=a_search_c3_lProduct_14_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
Organize Tomorrow Today,8 Ways to Retrain Your Mind to Optimize Performance at Work and in Life,Narrated by: Christian Steiner,Length: 5 hrs and 53 mins,Release date: 12-27-16,Language: English,"4.5 out of 5 stars
709 ratings",$25.08,https://www.audible.com/pd/Organize-Tomorrow-Today-Audiobook/B01NBHDP4C?qid=1671624943&sr=1-268&ref=a_search_c3_lProduct_14_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
¿Se Hace La Difícil? [Is It Difficult?],"Señales De Que Ella Se Hace La Difícil Pero Si Le Gustas.Descubre Cómo Saber Si Le Gustas De Verdad.Cómo Analizar A Las Mujeres,¿Te ... psicológicos","Narrated by: Vinicio Aguinaga, Kowii Global",Length: 1 hr and 15 mins,Release date: 10-31-22,Language: Spanish,"4.5 out of 5 stars
5 ratings",$6.95,https://www.audible.com/pd/Se-Hace-La-Dificil-Is-It-Difficult-Audiobook/B0BL1WTTW6?qid=1671624943&sr=1-269&ref=a_search_c3_lProduct_14_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
Adult Children of Alcoholics/Dysfunctional Families,no subtitle,Narrated by: Adult Children of Alcoholics/Dysfunctional Families,Length: 22 hrs and 16 mins,Release date: 02-11-15,Language: English,"4.5 out of 5 stars
228 ratings",$29.95,https://www.audible.com/pd/Adult-Children-of-Alcoholics-Dysfunctional-Families-Audiobook/B00TA3WAI8?qid=1671624943&sr=1-270&ref=a_search_c3_lProduct_14_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
I Hear You,The Surprisingly Simple Skill Behind Extraordinary Relationships,Narrated by: Michael S. Sorensen,Length: 2 hrs and 45 mins,Release date: 08-16-17,Language: English,"4.5 out of 5 stars
5,371 ratings",$6.95,https://www.audible.com/pd/I-Hear-You-Audiobook/B074SZPFYL?qid=1671624943&sr=1-271&ref=a_search_c3_lProduct_14_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
Be Your Future Self Now,The Science of Intentional Transformation,Narrated by: Dr. Benjamin Hardy,Length: 4 hrs and 2 mins,Release date: 06-14-22,Language: English,"5 out of 5 stars
496 ratings",$20.99,https://www.audible.com/pd/Be-Your-Future-Self-Now-Audiobook/B0B2BT3WX2?qid=1671624943&sr=1-272&ref=a_search_c3_lProduct_14_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
Lighter,"Let Go of the Past, Connect with the Present, and Expand the Future",Narrated by: Yung Pueblo,Length: 7 hrs and 26 mins,Release date: 10-04-22,Language: English,"4.5 out of 5 stars
172 ratings",$28.00,https://www.audible.com/pd/Lighter-Audiobook/B09WTG1XXT?qid=1671624943&sr=1-273&ref=a_search_c3_lProduct_14_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
How to Talk So Kids Will Listen & Listen So Kids Will Talk,no subtitle,Narrated by: Susan Bennett,Length: 8 hrs and 24 mins,Release date: 05-02-12,Language: English,"4.5 out of 5 stars
4,304 ratings",$16.72,https://www.audible.com/pd/How-to-Talk-So-Kids-Will-Listen-Listen-So-Kids-Will-Talk-Audiobook/B007ZRH5ZY?qid=1671624943&sr=1-274&ref=a_search_c3_lProduct_14_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
Reasons to Stay Alive,no subtitle,Narrated by: Matt Haig,Length: 4 hrs and 13 mins,Release date: 12-27-15,Language: English,"4.5 out of 5 stars
634 ratings",$20.99,https://www.audible.com/pd/Reasons-to-Stay-Alive-Audiobook/B01GW69UM4?qid=1671624943&sr=1-275&ref=a_search_c3_lProduct_14_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
The Surrendered Wife,no subtitle,Narrated by: Laura Doyle,Length: 1 hr and 7 mins,Release date: 05-04-01,Language: English,"4.5 out of 5 stars
779 ratings",$6.49,https://www.audible.com/pd/The-Surrendered-Wife-Audiobook/B002UZN4WE?qid=1671624943&sr=1-276&ref=a_search_c3_lProduct_14_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
Best Version Ever,Discover the Magic of Becoming Extraordinary,Narrated by: Josh Painter,Length: 3 hrs and 17 mins,Release date: 11-29-22,Language: English,"5 out of 5 stars
8 ratings",$14.95,https://www.audible.com/pd/Best-Version-Ever-Audiobook/B0BNK2ZLH4?qid=1671624943&sr=1-277&ref=a_search_c3_lProduct_14_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
Originals,How Non-Conformists Move the World,"Narrated by: Fred Sanders, Susan Denaker",Length: 10 hrs and 1 min,Release date: 02-02-16,Language: English,"4.5 out of 5 stars
7,029 ratings",$12.00,https://www.audible.com/pd/Originals-Audiobook/B01A7Q6672?qid=1671624943&sr=1-278&ref=a_search_c3_lProduct_14_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
The Meaning of Marriage,Facing the Complexities of Commitment with the Wisdom of God,"Narrated by: Lloyd James, Marguerite Gavin",Length: 8 hrs and 15 mins,Release date: 11-01-11,Language: English,"5 out of 5 stars
4,430 ratings",$16.49,https://www.audible.com/pd/The-Meaning-of-Marriage-Audiobook/B005ZVJWXU?qid=1671624943&sr=1-279&ref=a_search_c3_lProduct_14_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
How to Win at The Challenge and Life,"A Champion's Guide to Eliminating Obstacles, Winning Friends, and Making That Money","Narrated by: Cassandra Medcalf, Travis Tonn",Length: 6 hrs and 15 mins,Release date: 10-25-22,Language: English,"4.5 out of 5 stars
26 ratings",$13.99,https://www.audible.com/pd/How-to-Win-at-The-Challenge-and-Life-Audiobook/B0B1374ST9?qid=1671624943&sr=1-280&ref=a_search_c3_lProduct_14_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=8EERR609HB3MM2Z0KTYQ
A Map to Your Soul,"Using the Astrology of Fire, Earth, Air, and Water to Live Deeply and Fully",Narrated by: Jennifer Freed,Length: 6 hrs and 23 mins,Release date: 10-04-22,Language: English,"4.5 out of 5 stars
7 ratings",$14.95,https://www.audible.com/pd/A-Map-to-Your-Soul-Audiobook/B09XC5RJHY?qid=1671624952&sr=1-281&ref=a_search_c3_lProduct_15_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
Reframe Your Shame,Experience Freedom from What Holds You Back,"Narrated by: Irene Rollins, Sarah Wendel",Length: 6 hrs and 49 mins,Release date: 08-02-22,Language: English,"5 out of 5 stars
19 ratings",$20.90,https://www.audible.com/pd/Reframe-Your-Shame-Audiobook/B0B788Y66N?qid=1671624952&sr=1-282&ref=a_search_c3_lProduct_15_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
¿Se Aleja De Ti? Haz Esto. [Does He Walk Away from You? Do This.],Que Hacer Cuando Un Hombre Se Esta Alejando De Ti y Siempre Tenerlo Comiendo De Tus Manos. Haz que Nunca Te Ignore Y Se Vuelva ... A Ti. Trucos Psicológicos,"Narrated by: Vinicio Aguinaga, Kowii Global",Length: 1 hr and 22 mins,Release date: 11-07-22,Language: Spanish,"4 out of 5 stars
14 ratings",$6.95,https://www.audible.com/pd/Se-Aleja-De-Ti-Haz-Esto-Does-He-Walk-Away-from-You-Do-This-Audiobook/B0BLMHDJSG?qid=1671624952&sr=1-283&ref=a_search_c3_lProduct_15_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
Be Obsessed or Be Average,no subtitle,Narrated by: Grant Cardone,Length: 11 hrs and 4 mins,Release date: 10-11-16,Language: English,"5 out of 5 stars
13,985 ratings",$19.59,https://www.audible.com/pd/Be-Obsessed-or-Be-Average-Audiobook/B01H43LCPW?qid=1671624952&sr=1-284&ref=a_search_c3_lProduct_15_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
You Are a Badass at Making Money,Master the Mindset of Wealth,Narrated by: Jen Sincero,Length: 6 hrs and 59 mins,Release date: 04-18-17,Language: English,"5 out of 5 stars
20,921 ratings",$18.49,https://www.audible.com/pd/You-Are-a-Badass-at-Making-Money-Audiobook/B01N9EC5T7?qid=1671624952&sr=1-285&ref=a_search_c3_lProduct_15_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
The Best of You,"Break Free from Painful Patterns, Mend Your Past, and Discover Your True Self in God",Narrated by: Alison Cook,Length: 6 hrs and 8 mins,Release date: 09-13-22,Language: English,"5 out of 5 stars
51 ratings",$20.90,https://www.audible.com/pd/The-Best-of-You-Audiobook/B09WBTD87R?qid=1671624952&sr=1-286&ref=a_search_c3_lProduct_15_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
Catching the Big Fish,"Meditation, Consciousness, and Creativity",Narrated by: David Lynch,Length: 1 hr and 48 mins,Release date: 12-07-06,Language: English,"4.5 out of 5 stars
1,859 ratings",$16.80,https://www.audible.com/pd/Catching-the-Big-Fish-Audiobook/B002V0K05M?qid=1671624952&sr=1-287&ref=a_search_c3_lProduct_15_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
Coming Alive,"4 Tools to Defeat Your Inner Enemy, Ignite Creative Expression & Unleash Your Soul's Potential","Narrated by: Phil Stutz, Barry Michels",Length: 8 hrs and 44 mins,Release date: 08-22-17,Language: English,"4.5 out of 5 stars
203 ratings",$16.49,https://www.audible.com/pd/Coming-Alive-Audiobook/B073XS1C8T?qid=1671624952&sr=1-288&ref=a_search_c3_lProduct_15_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
Love + Work,"How to Find What You Love, Love What You Do, and Do It for the Rest of Your Life",Narrated by: Marcus Buckingham,Length: 6 hrs and 43 mins,Release date: 05-17-22,Language: English,"5 out of 5 stars
179 ratings",$17.49,https://www.audible.com/pd/Love-Work-Audiobook/B09WZ92ZRX?qid=1671624952&sr=1-289&ref=a_search_c3_lProduct_15_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
The Richest Man in Babylon,no subtitle,Narrated by: Grover Gardner,Length: 4 hrs and 4 mins,Release date: 12-30-12,Language: English,"4.5 out of 5 stars
24,831 ratings",$14.95,https://www.audible.com/pd/The-Richest-Man-in-Babylon-Audiobook/B00DC8GDVC?qid=1671624952&sr=1-290&ref=a_search_c3_lProduct_15_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
365 Days of Affirmations for Black Women,"Powerful Positive Affirmations Written for Bipoc Women to Help Increase Self-Love, Confidence, Wealth, Motivation & Happiness",Narrated by: Adrienne Lynch,Length: 5 hrs and 4 mins,Release date: 11-06-22,Language: English,"5 out of 5 stars
22 ratings",$19.95,https://www.audible.com/pd/365-Days-of-Affirmations-for-Black-Women-Audiobook/B0BLLZ3621?qid=1671624952&sr=1-291&ref=a_search_c3_lProduct_15_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
The $100 Startup,"Reinvent the Way You Make a Living, Do What You Love, and Create a New Future","Narrated by: Chris Guillebeau, Thomas Vincent Kelly",Length: 8 hrs and 14 mins,Release date: 05-08-12,Language: English,"4.5 out of 5 stars
3,656 ratings",$16.49,https://www.audible.com/pd/The-100-Startup-Audiobook/B008165WSK?qid=1671624952&sr=1-292&ref=a_search_c3_lProduct_15_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
The Highly Sensitive Child,Helping Our Children Thrive When the World Overwhelms Them,Narrated by: Susan Boyce,Length: 12 hrs and 58 mins,Release date: 02-09-16,Language: English,"4.5 out of 5 stars
245 ratings",$27.99,https://www.audible.com/pd/The-Highly-Sensitive-Child-Audiobook/B01B8L6C56?qid=1671624952&sr=1-293&ref=a_search_c3_lProduct_15_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
Brain Rules for Baby (Updated and Expanded),How to Raise a Smart and Happy Child from Zero to Five,Narrated by: John Medina,Length: 9 hrs and 26 mins,Release date: 09-02-14,Language: English,"4.5 out of 5 stars
2,834 ratings",$20.97,https://www.audible.com/pd/Brain-Rules-for-Baby-Updated-and-Expanded-Audiobook/B00N52I58Y?qid=1671624952&sr=1-294&ref=a_search_c3_lProduct_15_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
Mothers Who Can't Love,A Healing Guide for Daughters,"Narrated by: Susan Forward, Kathleen Gati, Julia Whelan, Cherise Boothe, David Atlas",Length: 8 hrs and 28 mins,Release date: 10-01-13,Language: English,"4.5 out of 5 stars
874 ratings",$28.51,https://www.audible.com/pd/Mothers-Who-Cant-Love-Audiobook/B00EOXMXT0?qid=1671624952&sr=1-295&ref=a_search_c3_lProduct_15_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
Tranquility by Tuesday,9 Ways to Calm the Chaos and Make Time for What Matters,Narrated by: Laura Vanderkam,Length: 7 hrs and 24 mins,Release date: 10-11-22,Language: English,"5 out of 5 stars
94 ratings",$16.49,https://www.audible.com/pd/Tranquility-by-Tuesday-Audiobook/B09S5GX8G8?qid=1671624952&sr=1-296&ref=a_search_c3_lProduct_15_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
"Recovery from Narcissistic Abuse, Gaslighting, Codependency and Complex PTSD (4 Books in 1)","Workbook and Guide to Overcome Trauma, Toxic Relationships, ... and Recover from Unhealthy Relationships)","Narrated by: S. L. Albert, Vicky David, Alene Sorensen",Length: 12 hrs and 31 mins,Release date: 12-05-22,Language: English,"5 out of 5 stars
6 ratings",$24.95,https://www.audible.com/pd/Recovery-from-Narcissistic-Abuse-Gaslighting-Codependency-and-Complex-PTSD-4-Books-in-1-Audiobook/B0BNWDL7VW?qid=1671624952&sr=1-297&ref=a_search_c3_lProduct_15_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
Co-Parenting with a Toxic Ex,What to Do When Your Ex-Spouse Tries to Turn the Kids Against You,Narrated by: Vanessa Daniels,Length: 5 hrs and 43 mins,Release date: 09-13-16,Language: English,"4.5 out of 5 stars
315 ratings",$24.49,https://www.audible.com/pd/Co-Parenting-with-a-Toxic-Ex-Audiobook/B01LFPT82Y?qid=1671624952&sr=1-298&ref=a_search_c3_lProduct_15_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
How We Heal,Uncover Your Power and Set Yourself Free,Narrated by: Alexandra Elle,Length: 4 hrs and 48 mins,Release date: 11-08-22,Language: English,"5 out of 5 stars
59 ratings",$17.11,https://www.audible.com/pd/How-We-Heal-Audiobook/B0BGVMYJ5C?qid=1671624952&sr=1-299&ref=a_search_c3_lProduct_15_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
Independence Day,What I Learned About Retirement from Some Who’ve Done It and Some Who Never Will,Narrated by: Steve Lopez,Length: 6 hrs and 54 mins,Release date: 11-01-22,Language: English,"4.5 out of 5 stars
29 ratings",$20.50,https://www.audible.com/pd/Independence-Day-Audiobook/B09V3CKJKV?qid=1671624952&sr=1-300&ref=a_search_c3_lProduct_15_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0FHQB1PSF95ZJ3MMGWWX
If We Break,"A Memoir of Marriage, Addiction, and Healing",Narrated by: Kathleen Buhle,Length: 9 hrs and 46 mins,Release date: 06-14-22,Language: English,"5 out of 5 stars
421 ratings",$16.95,https://www.audible.com/pd/If-We-Break-Audiobook/B09MG2NL8W?qid=1671624960&sr=1-301&ref=a_search_c3_lProduct_16_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=540PN2A1RR1AA3NS1E7Q
Bully Pulpit,Confronting the Problem of Spiritual Abuse in the Church,Narrated by: Tom Parks,Length: 5 hrs and 39 mins,Release date: 11-08-22,Language: English,"5 out of 5 stars
16 ratings",$19.14,https://www.audible.com/pd/Bully-Pulpit-Audiobook/B0B3SHMG4Z?qid=1671624960&sr=1-302&ref=a_search_c3_lProduct_16_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=540PN2A1RR1AA3NS1E7Q
How to Talk So Little Kids Will Listen,A Survival Guide to Life with Children Ages 2-7,"Narrated by: Heather Alicia Simms, Michele Pawk, Candace Thaxton, January LaVoy, Rebekkah Ross, Gibson Frazier, Molly Pope",Length: 10 hrs and 8 mins,Release date: 01-10-17,Language: English,"4.5 out of 5 stars
3,227 ratings",$13.49,https://www.audible.com/pd/How-to-Talk-So-Little-Kids-Will-Listen-Audiobook/B01MYT9CNX?qid=1671624960&sr=1-303&ref=a_search_c3_lProduct_16_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=540PN2A1RR1AA3NS1E7Q
"Sis, Don't Settle",How to Stay Smart in Matters of the Heart,Narrated by: Faith Jenkins,Length: 8 hrs and 20 mins,Release date: 11-09-21,Language: English,"5 out of 5 stars
776 ratings",$14.95,https://www.audible.com/pd/Sis-Dont-Settle-Audiobook/B09JHLG1LJ?qid=1671624960&sr=1-304&ref=a_search_c3_lProduct_16_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=540PN2A1RR1AA3NS1E7Q
The Upward Spiral,"Using Neuroscience to Reverse the Course of Depression, One Small Change at a Time",Narrated by: David deVries,Length: 5 hrs and 34 mins,Release date: 03-01-15,Language: English,"4.5 out of 5 stars
1,874 ratings",$25.19,https://www.audible.com/pd/The-Upward-Spiral-Audiobook/B00T3J3M54?qid=1671624960&sr=1-305&ref=a_search_c3_lProduct_16_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=540PN2A1RR1AA3NS1E7Q
Scattered,How Attention Deficit Disorder Originates and What You Can Do About It,Narrated by: Barry Abrams,Length: 10 hrs and 58 mins,Release date: 02-09-16,Language: English,"5 out of 5 stars
826 ratings",$27.99,https://www.audible.com/pd/Scattered-Audiobook/B01B8KKCNA?qid=1671624960&sr=1-306&ref=a_search_c3_lProduct_16_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=540PN2A1RR1AA3NS1E7Q
Live Life in Crescendo,Your Most Important Work Is Always Ahead of You,Narrated by: Cynthia Covey Haller,Length: 8 hrs and 51 mins,Release date: 09-27-22,Language: English,"4.5 out of 5 stars
34 ratings",$15.51,https://www.audible.com/pd/Live-Life-in-Crescendo-Audiobook/B09TWZZ9PL?qid=1671624960&sr=1-307&ref=a_search_c3_lProduct_16_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=540PN2A1RR1AA3NS1E7Q
The Wisdom of Insecurity,A Message for an Age of Anxiety,Narrated by: Sean Runnette,Length: 3 hrs and 57 mins,Release date: 03-07-16,Language: English,"4.5 out of 5 stars
1,663 ratings",$8.24,https://www.audible.com/pd/The-Wisdom-of-Insecurity-Audiobook/B00SSS8K7Q?qid=1671624960&sr=1-308&ref=a_search_c3_lProduct_16_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=540PN2A1RR1AA3NS1E7Q
